Year,Status,Income Level,Marginal Tax Rate
1921,Single,10000000,0.72
1921,Single,20000000,0.73
1921,Single,50000000,0.73
1921,Single,100000000,0.73
1921,Single,500000000,0.73
1921,Single,1000000000,0.73
1922,Head of Household,20000,0.04
1922,Head of Household,30000,0.04
1922,Head of Household,40000,0.04
1922,Head of Household,50000,0.04
1922,Head of Household,70000,0.08
1922,Head of Household,100000,0.09
1922,Head of Household,150000,0.09
1922,Head of Household,200000,0.11
1922,Head of Household,250000,0.13
1922,Head of Household,300000,0.14
1922,Head of Household,500000,0.23
1922,Head of Household,800000,0.32
1922,Head of Household,1000000,0.38
1922,Head of Household,1500000,0.55
1922,Head of Household,2000000,0.56
1922,Head of Household,5000000,0.58
1922,Head of Household,10000000,0.58
1922,Head of Household,20000000,0.58
1922,Head of Household,50000000,0.58
1922,Head of Household,100000000,0.58
1922,Head of Household,500000000,0.58
1922,Head of Household,1000000000,0.58
1922,Married Filing Jointly,20000,0.04
1922,Married Filing Jointly,30000,0.04
1922,Married Filing Jointly,40000,0.04
1922,Married Filing Jointly,50000,0.04
1922,Married Filing Jointly,70000,0.08
1922,Married Filing Jointly,100000,0.09
1922,Married Filing Jointly,150000,0.09
1922,Married Filing Jointly,200000,0.11
1922,Married Filing Jointly,250000,0.13
1922,Married Filing Jointly,300000,0.14
1922,Married Filing Jointly,500000,0.23
1922,Married Filing Jointly,800000,0.32
1922,Married Filing Jointly,1000000,0.38
1922,Married Filing Jointly,1500000,0.55
1922,Married Filing Jointly,2000000,0.56
1922,Married Filing Jointly,5000000,0.58
1922,Married Filing Jointly,10000000,0.58
1922,Married Filing Jointly,20000000,0.58
1922,Married Filing Jointly,50000000,0.58
1922,Married Filing Jointly,100000000,0.58
1922,Married Filing Jointly,500000000,0.58
1922,Married Filing Jointly,1000000000,0.58
1922,Married Filing Seperately,20000,0.04
1922,Married Filing Seperately,30000,0.04
1922,Married Filing Seperately,40000,0.04
1922,Married Filing Seperately,50000,0.04
1922,Married Filing Seperately,70000,0.08
1922,Married Filing Seperately,100000,0.09
1922,Married Filing Seperately,150000,0.09
1922,Married Filing Seperately,200000,0.11
1922,Married Filing Seperately,250000,0.13
1922,Married Filing Seperately,300000,0.14
1922,Married Filing Seperately,500000,0.23
1922,Married Filing Seperately,800000,0.32
1922,Married Filing Seperately,1000000,0.38
1922,Married Filing Seperately,1500000,0.55
1922,Married Filing Seperately,2000000,0.56
1922,Married Filing Seperately,5000000,0.58
1922,Married Filing Seperately,10000000,0.58
1922,Married Filing Seperately,20000000,0.58
1922,Married Filing Seperately,50000000,0.58
1922,Married Filing Seperately,100000000,0.58
1922,Married Filing Seperately,500000000,0.58
1922,Married Filing Seperately,1000000000,0.58
1922,Single,20000,0.04
1922,Single,30000,0.04
1922,Single,40000,0.04
1922,Single,50000,0.04
1922,Single,70000,0.08
1922,Single,100000,0.09
1922,Single,150000,0.09
1922,Single,200000,0.11
1922,Single,250000,0.13
1922,Single,300000,0.14
1922,Single,500000,0.23
1922,Single,800000,0.32
1922,Single,1000000,0.38
1922,Single,1500000,0.55
1922,Single,2000000,0.56
1922,Single,5000000,0.58
1922,Single,10000000,0.58
1922,Single,20000000,0.58
1922,Single,50000000,0.58
1922,Single,100000000,0.58
1922,Single,500000000,0.58
1922,Single,1000000000,0.58
1923,Head of Household,20000,0.04
1923,Head of Household,30000,0.04
1923,Head of Household,40000,0.04
1923,Head of Household,50000,0.04
1923,Head of Household,70000,0.08
1923,Head of Household,100000,0.09
1923,Head of Household,150000,0.09
1923,Head of Household,200000,0.11
1923,Head of Household,250000,0.13
1923,Head of Household,300000,0.14
1923,Head of Household,500000,0.23
1923,Head of Household,800000,0.32
1923,Head of Household,1000000,0.38
1923,Head of Household,1500000,0.54
1923,Head of Household,2000000,0.56
1923,Head of Household,5000000,0.58
1923,Head of Household,10000000,0.58
1923,Head of Household,20000000,0.58
1923,Head of Household,50000000,0.58
1923,Head of Household,100000000,0.58
1923,Head of Household,500000000,0.58
1923,Head of Household,1000000000,0.58
1923,Married Filing Jointly,20000,0.04
1923,Married Filing Jointly,30000,0.04
1923,Married Filing Jointly,40000,0.04
1923,Married Filing Jointly,50000,0.04
1923,Married Filing Jointly,70000,0.08
1923,Married Filing Jointly,100000,0.09
1923,Married Filing Jointly,150000,0.09
1923,Married Filing Jointly,200000,0.11
1923,Married Filing Jointly,250000,0.13
1923,Married Filing Jointly,300000,0.14
1923,Married Filing Jointly,500000,0.23
1923,Married Filing Jointly,800000,0.32
1923,Married Filing Jointly,1000000,0.38
1923,Married Filing Jointly,1500000,0.54
1923,Married Filing Jointly,2000000,0.56
1923,Married Filing Jointly,5000000,0.58
1923,Married Filing Jointly,10000000,0.58
1923,Married Filing Jointly,20000000,0.58
1923,Married Filing Jointly,50000000,0.58
1923,Married Filing Jointly,100000000,0.58
1923,Married Filing Jointly,500000000,0.58
1923,Married Filing Jointly,1000000000,0.58
1923,Married Filing Seperately,20000,0.04
1923,Married Filing Seperately,30000,0.04
1923,Married Filing Seperately,40000,0.04
1923,Married Filing Seperately,50000,0.04
1923,Married Filing Seperately,70000,0.08
1923,Married Filing Seperately,100000,0.09
1923,Married Filing Seperately,150000,0.09
1923,Married Filing Seperately,200000,0.11
1923,Married Filing Seperately,250000,0.13
1923,Married Filing Seperately,300000,0.14
1923,Married Filing Seperately,500000,0.23
1923,Married Filing Seperately,800000,0.32
1923,Married Filing Seperately,1000000,0.38
1923,Married Filing Seperately,1500000,0.54
1923,Married Filing Seperately,2000000,0.56
1923,Married Filing Seperately,5000000,0.58
1923,Married Filing Seperately,10000000,0.58
1923,Married Filing Seperately,20000000,0.58
1923,Married Filing Seperately,50000000,0.58
1923,Married Filing Seperately,100000000,0.58
1923,Married Filing Seperately,500000000,0.58
1923,Married Filing Seperately,1000000000,0.58
1923,Single,20000,0.04
1923,Single,30000,0.04
1923,Single,40000,0.04
1923,Single,50000,0.04
1923,Single,70000,0.08
1923,Single,100000,0.09
1923,Single,150000,0.09
1923,Single,200000,0.11
1923,Single,250000,0.13
1923,Single,300000,0.14
1923,Single,500000,0.23
1923,Single,800000,0.32
1923,Single,1000000,0.38
1923,Single,1500000,0.54
1923,Single,2000000,0.56
1923,Single,5000000,0.58
1923,Single,10000000,0.58
1923,Single,20000000,0.58
1923,Single,50000000,0.58
1923,Single,100000000,0.58
1923,Single,500000000,0.58
1923,Single,1000000000,0.58
1924,Head of Household,20000,0.02
1924,Head of Household,30000,0.02
1924,Head of Household,40000,0.02
1924,Head of Household,50000,0.02
1924,Head of Household,70000,0.04
1924,Head of Household,100000,0.04
1924,Head of Household,150000,0.07
1924,Head of Household,200000,0.07
1924,Head of Household,250000,0.09
1924,Head of Household,300000,0.11
1924,Head of Household,500000,0.16
1924,Head of Household,800000,0.25
1924,Head of Household,1000000,0.3
1924,Head of Household,1500000,0.43
1924,Head of Household,2000000,0.43
1924,Head of Household,5000000,0.45
1924,Head of Household,10000000,0.46
1924,Head of Household,20000000,0.46
1924,Head of Household,50000000,0.46
1924,Head of Household,100000000,0.46
1924,Head of Household,500000000,0.46
1924,Head of Household,1000000000,0.46
1924,Married Filing Jointly,20000,0.02
1924,Married Filing Jointly,30000,0.02
1924,Married Filing Jointly,40000,0.02
1924,Married Filing Jointly,50000,0.02
1924,Married Filing Jointly,70000,0.04
1924,Married Filing Jointly,100000,0.04
1924,Married Filing Jointly,150000,0.07
1924,Married Filing Jointly,200000,0.07
1924,Married Filing Jointly,250000,0.09
1924,Married Filing Jointly,300000,0.11
1924,Married Filing Jointly,500000,0.16
1924,Married Filing Jointly,800000,0.25
1924,Married Filing Jointly,1000000,0.3
1924,Married Filing Jointly,1500000,0.43
1924,Married Filing Jointly,2000000,0.43
1924,Married Filing Jointly,5000000,0.45
1924,Married Filing Jointly,10000000,0.46
1924,Married Filing Jointly,20000000,0.46
1924,Married Filing Jointly,50000000,0.46
1924,Married Filing Jointly,100000000,0.46
1924,Married Filing Jointly,500000000,0.46
1924,Married Filing Jointly,1000000000,0.46
1924,Married Filing Seperately,20000,0.02
1924,Married Filing Seperately,30000,0.02
1924,Married Filing Seperately,40000,0.02
1924,Married Filing Seperately,50000,0.02
1924,Married Filing Seperately,70000,0.04
1924,Married Filing Seperately,100000,0.04
1924,Married Filing Seperately,150000,0.07
1924,Married Filing Seperately,200000,0.07
1924,Married Filing Seperately,250000,0.09
1924,Married Filing Seperately,300000,0.11
1924,Married Filing Seperately,500000,0.16
1924,Married Filing Seperately,800000,0.25
1924,Married Filing Seperately,1000000,0.3
1924,Married Filing Seperately,1500000,0.43
1924,Married Filing Seperately,2000000,0.43
1924,Married Filing Seperately,5000000,0.45
1924,Married Filing Seperately,10000000,0.46
1924,Married Filing Seperately,20000000,0.46
1924,Married Filing Seperately,50000000,0.46
1924,Married Filing Seperately,100000000,0.46
1924,Married Filing Seperately,500000000,0.46
1924,Married Filing Seperately,1000000000,0.46
1924,Single,20000,0.02
1924,Single,30000,0.02
1924,Single,40000,0.02
1924,Single,50000,0.02
1924,Single,70000,0.04
1924,Single,100000,0.04
1924,Single,150000,0.07
1924,Single,200000,0.07
1924,Single,250000,0.09
1924,Single,300000,0.11
1924,Single,500000,0.16
1924,Single,800000,0.25
1924,Single,1000000,0.3
1924,Single,1500000,0.43
1924,Single,2000000,0.43
1924,Single,5000000,0.45
1924,Single,10000000,0.46
1924,Single,20000000,0.46
1924,Single,50000000,0.46
1924,Single,100000000,0.46
1924,Single,500000000,0.46
1924,Single,1000000000,0.46
1925,Head of Household,20000,0.015
1925,Head of Household,30000,0.015
1925,Head of Household,40000,0.015
1925,Head of Household,50000,0.015
1925,Head of Household,70000,0.03
1925,Head of Household,100000,0.03
1925,Head of Household,150000,0.06
1925,Head of Household,200000,0.06
1925,Head of Household,250000,0.08
1925,Head of Household,300000,0.1
1925,Head of Household,500000,0.14
1925,Head of Household,800000,0.19
1925,Head of Household,1000000,0.22
1925,Head of Household,1500000,0.25
1925,Head of Household,2000000,0.25
1925,Head of Household,5000000,0.25
1925,Head of Household,10000000,0.25
1925,Head of Household,20000000,0.25
1925,Head of Household,50000000,0.25
1925,Head of Household,100000000,0.25
1925,Head of Household,500000000,0.25
1925,Head of Household,1000000000,0.25
1925,Married Filing Jointly,20000,0.015
1925,Married Filing Jointly,30000,0.015
1925,Married Filing Jointly,40000,0.015
1925,Married Filing Jointly,50000,0.015
1925,Married Filing Jointly,70000,0.03
1925,Married Filing Jointly,100000,0.03
1925,Married Filing Jointly,150000,0.06
1925,Married Filing Jointly,200000,0.06
1925,Married Filing Jointly,250000,0.08
1925,Married Filing Jointly,300000,0.1
1925,Married Filing Jointly,500000,0.14
1925,Married Filing Jointly,800000,0.19
1925,Married Filing Jointly,1000000,0.22
1925,Married Filing Jointly,1500000,0.25
1925,Married Filing Jointly,2000000,0.25
1925,Married Filing Jointly,5000000,0.25
1925,Married Filing Jointly,10000000,0.25
1925,Married Filing Jointly,20000000,0.25
1925,Married Filing Jointly,50000000,0.25
1925,Married Filing Jointly,100000000,0.25
1925,Married Filing Jointly,500000000,0.25
1925,Married Filing Jointly,1000000000,0.25
1925,Married Filing Seperately,20000,0.015
1925,Married Filing Seperately,30000,0.015
1925,Married Filing Seperately,40000,0.015
1925,Married Filing Seperately,50000,0.015
1925,Married Filing Seperately,70000,0.03
1925,Married Filing Seperately,100000,0.03
1925,Married Filing Seperately,150000,0.06
1925,Married Filing Seperately,200000,0.06
1925,Married Filing Seperately,250000,0.08
1925,Married Filing Seperately,300000,0.1
1925,Married Filing Seperately,500000,0.14
1925,Married Filing Seperately,800000,0.19
1925,Married Filing Seperately,1000000,0.22
1925,Married Filing Seperately,1500000,0.25
1925,Married Filing Seperately,2000000,0.25
1925,Married Filing Seperately,5000000,0.25
1925,Married Filing Seperately,10000000,0.25
1925,Married Filing Seperately,20000000,0.25
1925,Married Filing Seperately,50000000,0.25
1925,Married Filing Seperately,100000000,0.25
1925,Married Filing Seperately,500000000,0.25
1925,Married Filing Seperately,1000000000,0.25
1925,Single,20000,0.015
1925,Single,30000,0.015
1925,Single,40000,0.015
1925,Single,50000,0.015
1925,Single,70000,0.03
1925,Single,100000,0.03
1925,Single,150000,0.06
1925,Single,200000,0.06
1925,Single,250000,0.08
1925,Single,300000,0.1
1925,Single,500000,0.14
1925,Single,800000,0.19
1925,Single,1000000,0.22
1925,Single,1500000,0.25
1925,Single,2000000,0.25
1925,Single,5000000,0.25
1925,Single,10000000,0.25
1925,Single,20000000,0.25
1925,Single,50000000,0.25
1925,Single,100000000,0.25
1925,Single,500000000,0.25
1925,Single,1000000000,0.25
1926,Head of Household,20000,0.015
1926,Head of Household,30000,0.015
1926,Head of Household,40000,0.015
1926,Head of Household,50000,0.015
1926,Head of Household,70000,0.03
1926,Head of Household,100000,0.03
1926,Head of Household,150000,0.06
1926,Head of Household,200000,0.06
1926,Head of Household,250000,0.08
1926,Head of Household,300000,0.1
1926,Head of Household,500000,0.14
1926,Head of Household,800000,0.19
1926,Head of Household,1000000,0.22
1926,Head of Household,1500000,0.25
1926,Head of Household,2000000,0.25
1926,Head of Household,5000000,0.25
1926,Head of Household,10000000,0.25
1926,Head of Household,20000000,0.25
1926,Head of Household,50000000,0.25
1926,Head of Household,100000000,0.25
1926,Head of Household,500000000,0.25
1926,Head of Household,1000000000,0.25
1926,Married Filing Jointly,20000,0.015
1926,Married Filing Jointly,30000,0.015
1926,Married Filing Jointly,40000,0.015
1926,Married Filing Jointly,50000,0.015
1926,Married Filing Jointly,70000,0.03
1926,Married Filing Jointly,100000,0.03
1926,Married Filing Jointly,150000,0.06
1926,Married Filing Jointly,200000,0.06
1926,Married Filing Jointly,250000,0.08
1926,Married Filing Jointly,300000,0.1
1926,Married Filing Jointly,500000,0.14
1926,Married Filing Jointly,800000,0.19
1926,Married Filing Jointly,1000000,0.22
1926,Married Filing Jointly,1500000,0.25
1926,Married Filing Jointly,2000000,0.25
1926,Married Filing Jointly,5000000,0.25
1926,Married Filing Jointly,10000000,0.25
1926,Married Filing Jointly,20000000,0.25
1926,Married Filing Jointly,50000000,0.25
1926,Married Filing Jointly,100000000,0.25
1926,Married Filing Jointly,500000000,0.25
1926,Married Filing Jointly,1000000000,0.25
1926,Married Filing Seperately,20000,0.015
1926,Married Filing Seperately,30000,0.015
1926,Married Filing Seperately,40000,0.015
1926,Married Filing Seperately,50000,0.015
1926,Married Filing Seperately,70000,0.03
1926,Married Filing Seperately,100000,0.03
1926,Married Filing Seperately,150000,0.06
1926,Married Filing Seperately,200000,0.06
1926,Married Filing Seperately,250000,0.08
1926,Married Filing Seperately,300000,0.1
1926,Married Filing Seperately,500000,0.14
1926,Married Filing Seperately,800000,0.19
1926,Married Filing Seperately,1000000,0.22
1926,Married Filing Seperately,1500000,0.25
1926,Married Filing Seperately,2000000,0.25
1926,Married Filing Seperately,5000000,0.25
1926,Married Filing Seperately,10000000,0.25
1926,Married Filing Seperately,20000000,0.25
1926,Married Filing Seperately,50000000,0.25
1926,Married Filing Seperately,100000000,0.25
1926,Married Filing Seperately,500000000,0.25
1926,Married Filing Seperately,1000000000,0.25
1926,Single,20000,0.015
1926,Single,30000,0.015
1926,Single,40000,0.015
1926,Single,50000,0.015
1926,Single,70000,0.03
1926,Single,100000,0.03
1926,Single,150000,0.06
1926,Single,200000,0.06
1926,Single,250000,0.08
1926,Single,300000,0.1
1926,Single,500000,0.14
1926,Single,800000,0.19
1926,Single,1000000,0.22
1926,Single,1500000,0.25
1926,Single,2000000,0.25
1926,Single,5000000,0.25
1926,Single,10000000,0.25
1926,Single,20000000,0.25
1926,Single,50000000,0.25
1926,Single,100000000,0.25
1926,Single,500000000,0.25
1926,Single,1000000000,0.25
1927,Head of Household,20000,0.015
1927,Head of Household,30000,0.015
1927,Head of Household,40000,0.015
1927,Head of Household,50000,0.015
1927,Head of Household,70000,0.03
1927,Head of Household,100000,0.03
1927,Head of Household,150000,0.06
1927,Head of Household,200000,0.06
1927,Head of Household,250000,0.08
1927,Head of Household,300000,0.1
1927,Head of Household,500000,0.14
1927,Head of Household,800000,0.19
